label,start_ticks,duration_ticks,frame,value
GIF_STATE,3888930,0,1500,0
VIF1_WAIT_END,3901139,0,1500,192
GIF_STATE,3901139,0,1500,0
VIF1_DMA_wait,3888867,12530,1500,0
GIF_DMA_wait,3901564,155,1500,0
Packet_qwords,3903905,0,1500,40
VIF1_submit,3903855,5044,1500,0
Dispatch,3872479,37672,1500,0
Static_bag,3863816,46380,1500,0
Bounds,3912077,5372,1500,0
VIF1_WAIT_START,3927624,0,1500,192
GIF_STATE,3927624,0,1500,0
VIF1_WAIT_END,3927826,0,1500,192
GIF_STATE,3927826,0,1500,0
VIF1_DMA_wait,3927567,358,1500,0
GIF_DMA_wait,3928061,45,1500,0
Packet_qwords,3929637,0,1500,36
VIF1_submit,3929580,4802,1500,0
Dispatch,3923559,11990,1500,0
Static_bag,3911471,24182,1500,0
Bounds,3937066,4695,1500,0
VIF1_WAIT_START,3961908,0,1500,64
GIF_STATE,3961908,0,1500,0
VIF1_WAIT_END,3962212,0,1500,64
GIF_STATE,3962212,0,1500,0
VIF1_DMA_wait,3961845,462,1500,0
GIF_DMA_wait,3962454,81,1500,0
Packet_qwords,3964961,0,1500,57
VIF1_submit,3964904,5022,1500,0
Dispatch,3948085,23296,1500,0
Static_bag,3936666,34760,1500,0
Bounds,3973103,4934,1500,0
VIF1_WAIT_START,4003182,0,1500,64
GIF_STATE,4003182,0,1500,0
VIF1_WAIT_END,4003444,0,1500,64
GIF_STATE,4003444,0,1500,0
VIF1_DMA_wait,4003125,458,1500,0
GIF_DMA_wait,4003686,92,1500,0
Packet_qwords,4005491,0,1500,43
VIF1_submit,4005444,4994,1500,0
Dispatch,3984751,27034,1500,0
Static_bag,3972421,39409,1500,0
Bounds,4013465,4982,1500,0
VIF1_WAIT_START,4041708,0,1500,64
GIF_STATE,4041708,0,1500,0
VIF1_WAIT_END,4042132,0,1500,64
GIF_STATE,4042132,0,1500,0
VIF1_DMA_wait,4041645,576,1500,0
GIF_DMA_wait,4042374,42,1500,0
Packet_qwords,4044161,0,1500,40
VIF1_submit,4044114,16401,1500,0
Dispatch,4024111,38014,1500,0
Static_bag,4013063,49108,1500,0
Bounds,4063889,5230,1500,0
Static_bag,4063283,6058,1500,0
Static_batches,3792808,276841,1500,0
Bounds,4070536,2711,1500,0
Static_bag,4070231,3105,1500,0
Bounds,4073906,2321,1500,0
Static_bag,4073644,2672,1500,0
Bounds,4076906,2333,1500,0
Static_bag,4076678,2744,1500,0
Bounds,4080064,2571,1500,0
Static_bag,4079796,2928,1500,0
Bounds,4083400,2676,1500,0
Static_bag,4083132,3083,1500,0
Bounds,4086838,2460,1500,0
Static_bag,4086562,2988,1500,0
Bounds,4090198,2592,1500,0
Static_bag,4089831,3128,1500,0
Bounds,4093570,2358,1500,0
Static_bag,4093275,2742,1500,0
Bounds,4096642,2650,1500,0
Static_bag,4096332,3049,1500,0
Bounds,4099912,2397,1500,0
Static_bag,4099690,2708,1500,0
Bounds,4102996,2531,1500,0
Static_bag,4102716,2951,1500,0
Bounds,4106260,2339,1500,0
Static_bag,4105986,2702,1500,0
Bounds,4109362,2459,1500,0
Static_bag,4109090,2820,1500,0
Bounds,4112536,2525,1500,0
Static_bag,4112214,2984,1500,0
Bounds,4115768,2460,1500,0
Static_bag,4115508,2854,1500,0
Bounds,4118948,2664,1500,0
Static_bag,4118734,3012,1500,0
Bounds,4122296,2876,1500,0
Static_bag,4122082,3262,1500,0
Bounds,4125964,2705,1500,0
Static_bag,4125722,3128,1500,0
Bounds,4129352,2638,1500,0
Static_bag,4129146,3031,1500,0
Bounds,4132732,2690,1500,0
Static_bag,4132524,3019,1500,0
Bounds,4136168,2770,1500,0
Static_bag,4135920,3107,1500,0
Bounds,4139662,2730,1500,0
Static_bag,4139386,3178,1500,0
Bounds,4143148,2678,1500,0
Static_bag,4142892,3023,1500,0
Bounds,4146508,2686,1500,0
Static_bag,4146291,2992,1500,0
Bounds,4149854,2572,1500,0
Static_bag,4149630,2885,1500,0
Bounds,4153058,2647,1500,0
Static_bag,4152826,2968,1500,0
Bounds,4156342,2834,1500,0
Static_bag,4156114,3244,1500,0
Bounds,4159898,3149,1500,0
VIF1_WAIT_START,4200635,0,1500,64
GIF_STATE,4200635,0,1500,0
VIF1_WAIT_END,4201106,0,1500,64
GIF_STATE,4201106,0,1500,0
VIF1_DMA_wait,4200531,714,1500,0
GIF_DMA_wait,4201463,45,1500,0
Packet_qwords,4216271,0,1500,64
VIF1_submit,4216223,5392,1500,0
Dispatch,4170861,51922,1500,0
Static_bag,4159654,63174,1500,0
Bounds,4224635,15218,1500,0
VIF1_WAIT_START,4302245,0,1500,192
GIF_STATE,4302245,0,1500,0
VIF1_WAIT_END,4302700,0,1500,192
GIF_STATE,4302700,0,1500,0
VIF1_DMA_wait,4302147,710,1500,0
GIF_DMA_wait,4303095,45,1500,0
Packet_qwords,4309803,0,1500,141
VIF1_submit,4309753,5263,1500,0
VIF1_WAIT_START,4325792,0,1500,150995142
GIF_STATE,4325792,0,1500,0
VIF1_WAIT_END,4383955,0,1500,70
GIF_STATE,4383955,0,1500,0
VIF1_DMA_wait,4325732,58469,1500,0
GIF_DMA_wait,4384410,129,1500,0
Packet_qwords,4387913,0,1500,57
VIF1_submit,4387905,4740,1500,0
Dispatch,4247637,145906,1500,0
Static_bag,4223795,169793,1500,0
Bounds,4395436,5937,1500,0
VIF1_WAIT_START,4424736,0,1500,70
GIF_STATE,4424736,0,1500,0
VIF1_WAIT_END,4425010,0,1500,70
GIF_STATE,4425010,0,1500,0
VIF1_DMA_wait,4424679,464,1500,0
GIF_DMA_wait,4425279,45,1500,0
Packet_qwords,4431707,0,1500,141
VIF1_submit,4431650,5190,1500,0
VIF1_WAIT_START,4447304,0,1500,150995142
GIF_STATE,4447304,0,1500,0
VIF1_WAIT_END,4505656,0,1500,70
GIF_STATE,4505656,0,1500,0
VIF1_DMA_wait,4447245,58460,1500,0
GIF_DMA_wait,4505824,38,1500,0
Packet_qwords,4508870,0,1500,57
VIF1_submit,4508862,4120,1500,0
Dispatch,4408053,105828,1500,0
Static_bag,4394597,119329,1500,0
Bounds,4515058,17901,1500,0
VIF1_WAIT_START,4555622,0,1500,192
GIF_STATE,4555622,0,1500,0
VIF1_WAIT_END,4556104,0,1500,192
GIF_STATE,4556104,0,1500,0
VIF1_DMA_wait,4555567,710,1500,0
GIF_DMA_wait,4556328,42,1500,0
Packet_qwords,4562913,0,1500,141
VIF1_submit,4562853,5381,1500,0
VIF1_WAIT_START,4578638,0,1500,150995142
GIF_STATE,4578638,0,1500,0
VIF1_WAIT_END,4637002,0,1500,70
GIF_STATE,4637002,0,1500,0
VIF1_DMA_wait,4578578,58473,1500,0
GIF_DMA_wait,4637196,38,1500,0
Packet_qwords,4640260,0,1500,57
VIF1_submit,4640252,4100,1500,0
Dispatch,4540201,105116,1500,0
Static_bag,4514584,130778,1500,0
Bounds,4646912,5345,1500,0
VIF1_WAIT_START,4669752,0,1500,195
GIF_STATE,4669752,0,1500,0
VIF1_WAIT_END,4685201,0,1500,192
GIF_STATE,4685201,0,1500,0
VIF1_DMA_wait,4669665,15848,1500,0
GIF_DMA_wait,4685717,174,1500,0
Packet_qwords,4691385,0,1500,113
VIF1_submit,4691325,5117,1500,0
Dispatch,4657731,39774,1500,0
Static_bag,4646213,51337,1500,0
Bounds,4699198,5745,1500,0
VIF1_WAIT_START,4716422,0,1500,150995142
GIF_STATE,4716422,0,1500,0
VIF1_WAIT_END,4746006,0,1500,70
GIF_STATE,4746006,0,1500,0
VIF1_DMA_wait,4716367,29738,1500,0
GIF_DMA_wait,4746251,98,1500,0
Packet_qwords,4748477,0,1500,50
VIF1_submit,4748420,4808,1500,0
Dispatch,4710883,43404,1500,0
Static_bag,4698463,55869,1500,0
Bounds,4755580,5019,1500,0
VIF1_WAIT_START,4770584,0,1500,64
GIF_STATE,4770584,0,1500,0
VIF1_WAIT_END,4770874,0,1500,64
GIF_STATE,4770874,0,1500,0
VIF1_DMA_wait,4770522,447,1500,0
GIF_DMA_wait,4771066,42,1500,0
Packet_qwords,4773339,0,1500,50
VIF1_submit,4773282,4924,1500,0
Dispatch,4765941,13284,1500,0
Static_bag,4755106,24164,1500,0
Bounds,4780598,4997,1500,0
VIF1_WAIT_START,4803723,0,1500,192
GIF_STATE,4803723,0,1500,0
VIF1_WAIT_END,4804102,0,1500,192
GIF_STATE,4804102,0,1500,0
VIF1_DMA_wait,4803633,518,1500,0
GIF_DMA_wait,4804278,42,1500,0
Packet_qwords,4806447,0,1500,50
VIF1_submit,4806382,4890,1500,0
Dispatch,4792431,20110,1500,0
Static_bag,4780084,32561,1500,0
Bounds,4814238,5055,1500,0
VIF1_WAIT_START,4852403,0,1500,64
GIF_STATE,4852403,0,1500,0
VIF1_WAIT_END,4852882,0,1500,64
GIF_STATE,4852882,0,1500,0
VIF1_DMA_wait,4852299,758,1500,0
GIF_DMA_wait,4853250,91,1500,0
Packet_qwords,4855173,0,1500,36
VIF1_submit,4855123,5264,1500,0
Dispatch,4842331,19110,1500,0
Static_bag,4813577,47909,1500,0
Bounds,4863092,4633,1500,0
Static_bag,4862467,5384,1500,0
Bounds,4868420,2759,1500,0
Static_bag,4868208,3059,1500,0
Bounds,4871822,2891,1500,0
Static_bag,4871577,3224,1500,0
Bounds,4875308,2750,1500,0
Static_bag,4875093,3102,1500,0
Bounds,4878752,2333,1500,0
Static_bag,4878536,2637,1500,0
Bounds,4881758,2341,1500,0
Static_bag,4881514,2673,1500,0
Bounds,4884796,2205,1500,0
Static_bag,4884492,2642,1500,0
Bounds,4887706,2533,1500,0
Static_bag,4887454,2873,1500,0
Bounds,4890920,3085,1500,0
VIF1_WAIT_START,4923216,0,1500,192
GIF_STATE,4923216,0,1500,0
VIF1_WAIT_END,4923604,0,1500,192
GIF_STATE,4923604,0,1500,0
VIF1_DMA_wait,4923153,590,1500,0
GIF_DMA_wait,4923969,45,1500,0
Packet_qwords,4926225,0,1500,50
VIF1_submit,4926176,5144,1500,0
Dispatch,4900929,31606,1500,0
Static_bag,4890694,41921,1500,0
Bounds,4934012,5315,1500,0
VIF1_WAIT_START,4950570,0,1500,202
GIF_STATE,4950570,0,1500,1536
VIF1_WAIT_END,4950892,0,1500,202
GIF_STATE,4950892,0,1500,1536
VIF1_DMA_wait,4950480,461,1500,0
GIF_DMA_wait,4951072,42,1500,0
Packet_qwords,4953377,0,1500,50
VIF1_submit,4953320,4874,1500,0
Dispatch,4945357,13722,1500,0
Static_bag,4933441,25683,1500,0
Bounds,4960070,4457,1500,0
VIF1_WAIT_START,4974294,0,1500,150995146
GIF_STATE,4974294,0,1500,1536
VIF1_WAIT_END,5010961,0,1500,70
GIF_STATE,5010961,0,1500,0
VIF1_DMA_wait,4974238,37009,1500,0
GIF_DMA_wait,5011426,189,1500,0
Packet_qwords,5013977,0,1500,50
VIF1_submit,5013929,5188,1500,0
Dispatch,4969497,50848,1500,0
Static_bag,4959702,60688,1500,0
Bounds,5022035,5750,1500,0
VIF1_WAIT_START,5038422,0,1500,64
GIF_STATE,5038422,0,1500,0
VIF1_WAIT_END,5038750,0,1500,64
GIF_STATE,5038750,0,1500,0
VIF1_DMA_wait,5038365,434,1500,0
GIF_DMA_wait,5038971,45,1500,0
Packet_qwords,5041251,0,1500,50
VIF1_submit,5041194,4886,1500,0
Dispatch,5033391,13906,1500,0
Static_bag,5021154,26188,1500,0
Bounds,5048678,5135,1500,0
VIF1_WAIT_START,5061494,0,1500,192
GIF_STATE,5061494,0,1500,0
VIF1_WAIT_END,5061814,0,1500,192
GIF_STATE,5061814,0,1500,1536
VIF1_DMA_wait,5061432,483,1500,0
GIF_DMA_wait,5062012,42,1500,0
Packet_qwords,5063573,0,1500,36
VIF1_submit,5063516,4916,1500,0
Dispatch,5058735,10636,1500,0
Static_bag,5048251,21165,1500,0
Bounds,5070632,4513,1500,0
Static_bag,5070228,5043,1500,0
Bounds,5075900,2837,1500,0
Static_bag,5075684,3192,1500,0
Bounds,5079392,2933,1500,0
VIF1_WAIT_START,5098103,0,1500,64
GIF_STATE,5098103,0,1500,0
VIF1_WAIT_END,5098528,0,1500,64
GIF_STATE,5098528,0,1500,0
VIF1_DMA_wait,5097999,624,1500,0
GIF_DMA_wait,5098806,42,1500,0
Packet_qwords,5100353,0,1500,36
VIF1_submit,5100306,4900,1500,0
Dispatch,5089047,17230,1500,0
Static_bag,5079180,27142,1500,0
Bounds,5107790,9724,1500,0
VIF1_WAIT_START,5136600,0,1500,192
GIF_STATE,5136600,0,1500,0
VIF1_WAIT_END,5136952,0,1500,192
GIF_STATE,5136952,0,1500,0
VIF1_DMA_wait,5136537,588,1500,0
GIF_DMA_wait,5137266,42,1500,0
Packet_qwords,5150901,0,1500,50
VIF1_submit,5150851,5456,1500,0
Dispatch,5124969,32590,1500,0
Static_bag,5107229,50376,1500,0
Bounds,5159623,5562,1500,0
VIF1_WAIT_START,5182499,0,1500,64
GIF_STATE,5182499,0,1500,0
VIF1_WAIT_END,5183023,0,1500,64
GIF_STATE,5183023,0,1500,0
VIF1_DMA_wait,5182395,750,1500,0
GIF_DMA_wait,5183381,45,1500,0
Packet_qwords,5184999,0,1500,36
VIF1_submit,5184950,4854,1500,0
Dispatch,5173165,17732,1500,0
Static_bag,5158613,32329,1500,0
Bounds,5192224,4373,1500,0
Static_bag,5191721,5044,1500,0
Bounds,5197310,2526,1500,0
Static_bag,5197102,2822,1500,0
Bounds,5200570,2500,1500,0
Static_bag,5200278,2880,1500,0
Bounds,5203744,2510,1500,0
Static_bag,5203530,2812,1500,0
Bounds,5206936,2612,1500,0
Static_bag,5206720,2916,1500,0
Bounds,5210156,2377,1500,0
Static_bag,5209944,2727,1500,0
Bounds,5213212,2433,1500,0
Static_bag,5212996,2737,1500,0
Bounds,5216344,2410,1500,0
Static_bag,5216128,2714,1500,0
Bounds,5219362,2369,1500,0
Static_bag,5219148,2714,1500,0
Bounds,5222426,2579,1500,0
Static_bag,5222214,2879,1500,0
Bounds,5225768,2509,1500,0
Static_bag,5225466,2899,1500,0
Bounds,5228884,2237,1500,0
Static_bag,5228670,2539,1500,0
Bounds,5231818,2517,1500,0
Static_bag,5231592,2962,1500,0
Bounds,5235106,2520,1500,0
Static_bag,5234892,2907,1500,0
Bounds,5238332,2634,1500,0
Static_bag,5238102,3001,1500,0
Bounds,5241736,3255,1500,0
VIF1_WAIT_START,5262485,0,1500,192
GIF_STATE,5262485,0,1500,0
VIF1_WAIT_END,5262910,0,1500,192
GIF_STATE,5262910,0,1500,0
VIF1_DMA_wait,5262381,618,1500,0
GIF_DMA_wait,5263210,42,1500,0
Packet_qwords,5264987,0,1500,43
VIF1_submit,5264940,4804,1500,0
Dispatch,5251869,18996,1500,0
Static_bag,5241460,29489,1500,0
