frame,phase,update_ms,submit_ms,finish_ms,present_ms,total_ms,bounds_included_ms,prepare_included_ms,dispatch_included_ms,packet_included_ms,dma_included_ms,vif_wait_included_ms,flushes,triangles,uploads,reuploads
184,0,2.103071,9.462585,0.525370,7.873474,19.964501,0.547048,0.369103,5.451833,0.679681,0.351549,3.814650,21,10297,0,0
185,0,2.102156,9.486145,0.525872,7.824144,19.938317,0.509603,0.408925,5.443407,0.637997,0.376756,3.861752,21,10297,0,0
186,0,2.101871,9.409465,0.528314,7.924913,19.964562,0.496901,0.287815,5.516286,0.797947,0.347270,3.849494,21,10297,0,0
187,0,2.144636,9.470846,0.538595,7.787557,19.941633,0.462246,0.291914,5.599589,0.758562,0.347168,3.929725,21,10297,0,0
188,0,2.119619,9.442993,0.534342,7.868062,19.965017,0.466054,0.294990,5.586968,0.593696,0.381477,3.970656,21,10297,0,0
189,0,2.104231,9.458944,0.525879,7.875895,19.964949,0.467556,0.291504,5.534129,0.636495,0.346764,3.957770,21,10297,0,0
190,0,2.099816,9.435893,0.526713,7.902445,19.964867,0.498711,0.293701,5.555430,0.652256,0.348511,3.870934,21,10297,0,0
191,0,2.099653,9.437785,0.525452,7.922241,19.985131,0.612545,0.292067,5.438490,0.631419,0.385491,3.813633,21,10297,0,0
192,0,2.095727,9.450134,0.529738,7.868700,19.944299,0.462606,0.290748,5.595649,0.670658,0.382840,3.897427,21,10297,0,0
193,0,2.094696,9.434001,0.529677,7.926683,19.985057,0.464179,0.292592,5.576114,0.633131,0.385708,3.915839,21,10297,0,0
194,0,2.125044,9.434408,0.526571,7.858337,19.944360,0.461880,0.358504,5.553602,0.629608,0.382189,3.935699,21,10297,0,0
195,0,2.121484,9.447489,0.525770,7.870185,19.964929,0.464325,0.286774,5.576521,0.702142,0.346164,3.885569,21,10297,0,0
196,0,2.118866,9.480794,0.525689,7.817288,19.942637,0.522241,0.317983,5.542124,0.625685,0.381850,3.965190,21,10297,0,0
197,0,2.102217,9.475199,1.373006,7.014954,19.965376,0.524278,0.293433,5.488590,0.754127,0.347989,3.859175,21,10297,0,0
198,0,2.102766,9.536377,0.525486,7.800218,19.964847,0.463491,0.297797,5.635430,0.800873,0.383118,3.891788,21,10297,0,0
