f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,t0,t1,t2,t3,t4,weight,frame,object,side
0.0,0.3125,0.00012945383333333332,-0.00529935,0.006335436363636363,0.0023737533333333333,0.0019431133333333332,0.0,0.0,0.0,0.0,0.0,0.015099490909090907,-0.03707866666666667,0.0,-0.52,0.0,0.0,0.0,0.34328949999999997,0.0,1.3798684999999997,65.0,0.0,0.0
0.0,0.3125,-4.6566e-05,-0.00487365,0.0061949272727272724,-0.0006439766666666667,0.0023737533333333333,0.0,0.0,0.0,0.0,0.0,0.010825290909090908,-0.019589966666666667,0.0,-0.36,0.0,0.0,0.0,0.34296399999999994,0.0,1.378892,66.0,0.0,0.0
0.0,0.3125,-0.0001965566666666667,-0.0041339666666666665,0.005907745454545454,-0.00131576,-0.0006439766666666667,0.0,0.0,0.0,0.0,0.0,0.008463945454545454,-0.010814933333333334,0.0,-0.199936,0.0,0.0,0.0,0.3437535,0.0,1.3812604999999998,67.0,0.0,0.0
0.0,0.3125,0.0006275216666666667,0.0016039933333333335,0.0116662,0.026403266666666664,-0.00131576,0.0,0.0,0.0,0.0,0.0,0.010000436363636362,0.007042799999999999,0.0,-0.040000000000000036,0.0,0.0,0.0,0.33583599999999997,0.0,1.3575079999999997,68.0,0.0,0.0
0.0,0.3125,0.0017655666666666666,0.0148197,0.026001454545454543,0.06570333333333334,0.026403266666666664,0.0,0.0,0.0,0.0,0.0,0.017680945454545453,0.0352,0.0,0.1200000000000001,-0.0038599999999999746,1.0,0.014577259475218646,0.30820699999999995,0.0,1.2986734781341107,69.0,0.0,0.0
0.0,0.3125,0.00441465,0.0263095,0.04501254545454545,0.087134,0.06570333333333334,0.0,0.0,0.0,0.0,0.0,0.030800181818181813,0.06012833333333333,0.0,0.28,-0.010481874999999918,1.0,0.05539358600583094,0.26235549999999996,0.0,1.228465916909621,70.0,0.0,0.0
0.0,0.3125,0.00544975,0.034763166666666664,0.06542945454545454,0.09354833333333333,0.087134,0.0,0.0,0.0,0.0,0.0,0.04742727272727273,0.076175,0.0,0.440048,-0.018658749999999995,1.0,0.11807580174927115,0.208142,0.0,1.1692510728862973,71.0,0.0,0.0
0.0,0.3125,0.006696233333333333,0.037719499999999996,0.08437690909090909,0.08686899999999999,0.09354833333333333,0.0,0.0,0.0,0.0,0.0,0.06515763636363636,0.08130666666666667,0.0,0.6000000000000001,-0.028699999999999993,1.0,0.19825072886297376,0.15401649999999997,0.0,1.1391632026239065,72.0,0.0,0.0
0.0,0.3125,0.006484983333333333,0.033965666666666665,0.09919436363636362,0.06791366666666666,0.08686899999999999,0.0,0.0,0.0,0.0,0.0,0.08149527272727272,0.074878,0.0,0.76,-0.03842749999999999,1.0,0.2915451895043731,0.10758949999999999,0.0,1.1538180626822154,73.0,0.0,0.0
0.0,0.3125,0.0043045666666666664,0.021415,0.10812763636363636,0.040944666666666664,0.06791366666666666,0.0,0.0,0.0,0.0,0.0,0.09427872727272726,0.05859,0.0,0.9199999999999999,-0.044884374999999956,1.0,0.39358600583090386,0.074932,0.0,1.2242129096209913,74.0,0.0,0.0
0.0,0.3125,-0.001167475,0.05603383333333333,0.11190036363636363,0.017291566666666668,0.040944666666666664,0.0,0.0,0.0,0.0,0.0,0.10273709090909089,0.038766666666666665,0.0,1.0,-0.043133124999999994,1.0,0.5,0.0574615,0.0,1.3473844999999998,75.0,0.0,0.0
0.0,0.3124975,-0.011886,0.15775999999999998,0.12389836363636363,0.054990000000000004,0.017291566666666668,0.0,0.0,0.0,0.0,0.0,0.11289454545454544,0.046554000000000005,0.0,1.0,-0.025304374999999928,1.0,0.6064139941690961,0.03577675,0.0,1.4579133403790085,76.0,0.0,0.0
0.0,0.3125,-0.011964066666666667,0.126399,0.16929818181818182,0.20808366666666667,0.054990000000000004,0.0,0.0,0.0,0.0,0.0,0.1399681818181818,0.12408799999999999,0.0,1.0,-0.0073581249999999515,1.0,0.7084548104956268,0.0,0.0,1.518950437317784,77.0,0.0,0.0
0.0,0.3125,-0.004135483333333333,0.19162,0.2577363636363636,0.40534333333333333,0.20808366666666667,0.0,0.0,0.0,0.0,0.0,0.19649636363636364,0.25908966666666666,0.0,1.0,-0.0011549999999999928,1.0,0.8017492711370262,0.0,0.0,1.6728862973760932,78.0,0.0,0.0
0.0,0.3124975,0.0001495235,0.39009166666666667,0.3453763636363636,0.4015566666666666,0.40534333333333333,0.0,0.0,0.0,0.0,0.0,0.26798181818181815,0.32749500000000004,0.0,1.0,-0.0013793749999999397,1.0,0.8819241982507289,0.0,0.0,1.8051749271137028,79.0,0.0,0.0
0.0,0.3125,-0.00040224000000000005,0.5339833333333334,0.4099872727272727,0.29622366666666666,0.4015566666666666,0.0,0.0,0.0,0.0,0.0,0.3361218181818182,0.31248933333333334,0.0,1.0,-0.0007762499999999437,1.0,0.9446064139941692,0.0,0.0,1.908600583090379,80.0,0.0,0.0
0.0,0.3124975,-6.38265e-05,0.6138366666666667,0.4431345454545454,0.15192933333333333,0.29622366666666666,0.0,0.0,0.0,0.0,0.0,0.3874890909090909,0.23542033333333334,0.0,1.0,-0.0006806249999999694,0.9557499999999997,0.9854227405247813,0.0,0.0,1.9759475218658888,81.0,0.0,0.0
0.0,0.3125,0.0007451833333333334,0.5612233333333333,0.27262,-0.39228,-0.28356866666666664,0.0,0.0,0.0,0.0,0.0,0.3292727272727273,-0.23968733333333334,0.0,-1.0,0.00025624999999999606,0.7092500000000002,0.9854227405247813,0.0,0.0,1.9759475218658888,84.0,0.0,0.0
0.0,0.3125,0.0064901666666666675,0.03574683333333333,0.09275254545454545,0.07295933333333333,0.09687133333333332,0.0,0.0,0.0,0.0,0.0,0.0742950909090909,0.078083,0.0,-1.0,-0.05192187499999997,1.0,0.19825072886297376,0.0,0.0,0.6771137026239067,98.0,0.0,0.0
0.0,0.3125,0.005455033333333334,0.027605833333333333,0.10420236363636363,0.05247833333333333,0.07295933333333333,0.0,0.0,0.0,0.0,0.0,0.08865054545454544,0.06579266666666667,0.0,-0.84,-0.060104999999999964,1.0,0.2915451895043731,0.08918699999999999,1.0,4.098610562682215,99.0,0.0,0.0
0.0,0.3125,0.0027967333333333336,0.012173116666666666,0.10987799999999999,0.02600893333333333,0.05247833333333333,0.0,0.0,0.0,0.0,0.0,0.09884145454545454,0.04669333333333334,0.0,-0.679972,-0.06430062499999996,1.0,0.39358600583090386,0.06563949999999999,0.0,1.1963354096209913,100.0,0.0,0.0
0.0,0.3125,-0.006873583333333333,0.14621333333333333,0.11394945454545453,0.018664166666666666,0.02600893333333333,0.0,0.0,0.0,0.0,0.0,0.10609218181818181,0.033241566666666666,0.0,-0.52,-0.053991874999999995,1.0,0.5,0.052237,0.0,1.3317109999999999,101.0,0.0,0.0
0.0,0.3125,-0.013978200000000001,0.1325145,0.14256,0.131132,0.018664166666666666,0.0,0.0,0.0,0.0,0.0,0.12359672727272726,0.08022900000000001,0.0,-0.36,-0.03302499999999998,1.0,0.6064139941690961,0.0072993,0.0,1.3724809903790085,102.0,0.0,0.0
0.0,0.3125,-0.0075999,0.14551683333333335,0.21331999999999998,0.32431333333333334,0.131132,0.0,0.0,0.0,0.0,0.0,0.16666345454545453,0.19738933333333333,0.0,-0.19999999999999996,-0.021624999999999943,1.0,0.7084548104956268,0.0,0.0,1.518950437317784,103.0,0.0,0.0
0.0,0.3125,-0.001513555,0.2865433333333333,0.3070054545454545,0.42939666666666665,0.32431333333333334,0.0,0.0,0.0,0.0,0.0,0.2340272727272727,0.308753,0.0,-0.040000000000000036,-0.019354374999999962,1.0,0.8017492711370262,0.0,0.0,1.6728862973760932,104.0,0.0,0.0
0.0,0.3125,-0.0003501766666666667,0.46643166666666663,0.3867727272727272,0.36560333333333334,0.42939666666666665,0.0,0.0,0.0,0.0,0.0,0.30734545454545453,0.33603999999999995,0.0,0.1200000000000001,-0.018829374999999957,1.0,0.8819241982507289,0.0,0.0,1.8051749271137028,105.0,0.0,0.0
0.0,0.3124975,-0.0003976733333333333,0.5917183333333333,0.4307527272727273,0.20156766666666667,0.36560333333333334,0.0,0.0,0.0,0.0,0.0,0.3665818181818181,0.2714933333333333,0.0,0.28,-0.018232499999999967,0.6697499999999995,0.9446064139941692,0.0,0.0,1.908600583090379,106.0,0.0,0.0
0.0,0.3125,-0.0003452116666666667,0.63311,0.4332418181818181,0.011414833333333332,0.20156766666666667,0.0,0.0,0.0,0.0,0.0,0.3985781818181818,0.146656,0.0,0.43999999999999995,-0.017715000000000005,-0.2798749999999989,0.9854227405247813,0.0,0.0,1.9759475218658888,107.0,0.0,0.0
0.0,0.3125,0.0006906683333333333,0.5930449999999999,0.31865090909090904,-0.3362366666666667,-0.188941,0.0,0.0,0.0,0.0,0.0,0.3585745454545454,-0.16891166666666668,0.0,-1.0,0.0008056250000000077,0.7669375000000006,0.9854227405247813,0.0,0.0,1.9759475218658888,109.0,0.0,0.0
0.0,0.3125,-0.00010930616666666667,0.24855666666666668,0.005734890909090909,-0.14338133333333333,-0.36149666666666663,0.0,0.0,0.0,0.0,0.0,0.06807127272727272,-0.26372633333333334,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.35,113.0,0.0,0.0
0.0,0.3125,-0.00018741333333333334,-0.005620716666666667,0.005313745454545454,-0.0019301966666666667,-0.14338133333333333,0.0,0.0,0.0,0.0,0.0,0.03794763636363636,-0.138064,0.0,-0.84,0.0,0.0,0.0,0.34538699999999994,1.0,4.3861609999999995,114.0,0.0,0.0
0.0,0.3125,-0.00020753000000000001,-0.005249183333333333,0.005852363636363636,0.0024686266666666666,-0.0019301966666666667,0.0,0.0,0.0,0.0,0.0,0.022542,-0.07060833333333334,0.0,-0.6799999999999999,0.0,0.0,0.0,0.34464649999999997,0.0,1.3839394999999999,115.0,0.0,0.0
0.0,0.3124975,0.00021358333333333334,-0.005358433333333333,0.006439199999999999,0.00268965,0.0024686266666666666,0.0,0.0,0.0,0.0,0.0,0.014812581818181817,-0.03542533333333333,0.0,-0.52,0.0,0.0,0.0,0.34309899999999993,0.0,1.3792969999999998,116.0,0.0,0.0
0.0,0.3124975,-0.00016486283333333332,-0.004662716666666666,0.006012327272727273,-0.001956376666666667,0.00268965,0.0,0.0,0.0,0.0,0.0,0.010588145454545454,-0.019358999999999998,0.0,-0.359988,0.0,0.0,0.0,0.34346599999999994,0.0,1.380398,117.0,0.0,0.0
0.0,0.3125,-0.000143528,-0.004192516666666667,0.0059580727272727264,-0.00024862066666666666,-0.001956376666666667,0.0,0.0,0.0,0.0,0.0,0.00836589090909091,-0.010186733333333333,0.0,-0.19999999999999996,0.0,0.0,0.0,0.343615,0.0,1.3808449999999999,118.0,0.0,0.0
0.0,0.3125,0.0007001766666666667,0.00227235,0.012210709090909091,0.02865063333333333,-0.00024862066666666666,0.0,0.0,0.0,0.0,0.0,0.010211872727272727,0.008459933333333334,0.0,-0.039959999999999996,0.0,0.0,0.0,0.335018,0.0,1.355054,119.0,0.0,0.0
0.0,0.3124975,0.00183965,0.015274583333333334,0.02691381818181818,0.06740633333333333,0.02865063333333333,0.0,0.0,0.0,0.0,0.0,0.01822672727272727,0.036747,0.0,0.1200000000000001,-0.004223125000000008,1.0,0.014577259475218646,0.3062035,0.0,1.2926629781341108,120.0,0.0,0.0
0.0,0.3124975,0.004493433333333334,0.0270345,0.045969636363636365,0.087339,0.06740633333333333,0.0,0.0,0.0,0.0,0.0,0.03154345454545454,0.06103133333333333,0.0,0.28,-0.010963124999999966,1.0,0.05539358600583094,0.259785,0.0,1.220754416909621,121.0,0.0,0.0
0.0,0.3125,0.005564233333333334,0.035002,0.06645581818181817,0.09389533333333333,0.087339,0.0,0.0,0.0,0.0,0.0,0.04830127272727273,0.076806,0.0,0.43999999999999995,-0.01930937499999997,1.0,0.11807580174927115,0.205415,0.0,1.1610700728862973,122.0,0.0,0.0
0.0,0.3124975,0.006713633333333333,0.037843,0.08529072727272727,0.08632666666666666,0.09389533333333333,0.0,0.0,0.0,0.0,0.0,0.0660561818181818,0.081376,0.0,0.6000000000000001,-0.02938000000000003,1.0,0.19825072886297376,0.1513485,0.0,1.1311592026239068,123.0,0.0,0.0
0.0,0.3124975,0.006478716666666666,0.0337005,0.09997272727272727,0.067293,0.08632666666666666,0.0,0.0,0.0,0.0,0.0,0.08233618181818182,0.074616,0.0,0.76,-0.03909812500000002,1.0,0.2915451895043731,0.10526249999999998,0.0,1.1468370626822155,124.0,0.0,0.0
0.0,0.3124975,0.004030183333333334,0.01992383333333333,0.10820163636363635,0.03771533333333333,0.067293,0.0,0.0,0.0,0.0,0.0,0.09475163636363636,0.056903666666666665,0.0,0.9199999999999999,-0.04514312500000003,1.0,0.39358600583090386,0.07375999999999999,0.0,1.2206969096209912,125.0,0.0,0.0
0.0,0.3124975,-0.0016991,0.06507216666666667,0.11206381818181817,0.017701533333333335,0.03771533333333333,0.0,0.0,0.0,0.0,0.0,0.10306145454545454,0.038086666666666665,0.0,1.0,-0.042594375000000025,1.0,0.5,0.057135,0.0,1.3464049999999999,126.0,0.0,0.0
0.0,0.3125,-0.01221055,0.15556466666666666,0.1250081818181818,0.059329,0.017701533333333335,0.0,0.0,0.0,0.0,0.0,0.11359581818181817,0.048283,0.0,1.0,-0.024278750000000012,1.0,0.6064139941690961,0.03402595,0.0,1.4526609403790085,127.0,0.0,0.0
0.0,0.3124975,-0.011761233333333334,0.12585316666666665,0.17230963636363636,0.21679866666666667,0.059329,0.0,0.0,0.0,0.0,0.0,0.14177854545454543,0.12917033333333333,0.0,1.0,-0.006636875000000028,1.0,0.7084548104956268,0.0,0.0,1.518950437317784,128.0,0.0,0.0
0.0,0.3124975,-0.0034611666666666666,0.20279833333333333,0.2623072727272727,0.41248666666666667,0.21679866666666667,0.0,0.0,0.0,0.0,0.0,0.19963272727272727,0.265162,0.0,1.0,-0.0014450000000000053,1.0,0.8017492711370262,0.0,0.0,1.6728862973760932,129.0,0.0,0.0
0.0,0.3124975,7.590283333333333e-05,0.39763666666666664,0.34929090909090904,0.3986766666666666,0.41248666666666667,0.0,0.0,0.0,0.0,0.0,0.2714672727272727,0.3292483333333333,0.0,1.0,-0.0015593749999999983,1.0,0.8819241982507289,0.0,0.0,1.8051749271137028,130.0,0.0,0.0
0.0,0.3124975,-0.0004412283333333333,0.5384783333333333,0.4130036363636363,0.2920163333333333,0.3986766666666666,0.0,0.0,0.0,0.0,0.0,0.3394054545454545,0.311377,0.0,1.0,-0.0008975000000000476,1.0,0.9446064139941692,0.0,0.0,1.908600583090379,131.0,0.0,0.0
0.0,0.3125,4.767566666666667e-05,0.616285,0.44498909090909083,0.146576,0.2920163333333333,0.0,0.0,0.0,0.0,0.0,0.3900945454545454,0.23225933333333335,0.0,1.0,-0.0009687500000000147,0.9554375000000004,0.9854227405247813,0.0,0.0,1.9759475218658888,132.0,0.0,0.0
0.0,0.3124975,0.0007930216666666667,0.5586300000000001,0.2680090909090909,-0.39474666666666663,-0.28760933333333333,0.0,0.0,0.0,0.0,0.0,0.32599636363636364,-0.24531933333333333,0.0,-1.0,0.00011437499999999295,0.7023124999999963,0.9854227405247813,0.0,0.0,1.9759475218658888,135.0,0.0,0.0
0.0,0.3124975,0.005362833333333333,0.027118166666666665,0.10467363636363634,0.051655,0.072509,0.0,0.0,0.0,0.0,0.0,0.08927,0.06516933333333333,0.0,-1.0,-0.056803750000000014,1.0,0.2915451895043731,0.0,0.0,0.8310495626822155,150.0,0.0,0.0
0.0,0.3124975,0.0026894999999999996,0.011382466666666667,0.1101730909090909,0.025205466666666666,0.051655,0.0,0.0,0.0,0.0,0.0,0.09930345454545454,0.04598666666666667,0.0,-0.8399996000000001,-0.06083750000000004,1.0,0.39358600583090386,0.06458599999999999,1.0,4.193174909620991,151.0,0.0,0.0
0.0,0.3125,-0.007768433333333334,0.15293216666666667,0.1150261818181818,0.022244033333333333,0.025205466666666666,0.0,0.0,0.0,0.0,0.0,0.10685036363636363,0.034590333333333334,0.0,-0.6799999999999999,-0.04918500000000003,1.0,0.5,0.05035099999999999,0.0,1.326053,152.0,0.0,0.0
0.0,0.3124975,-0.013744683333333334,0.13173233333333334,0.14543599999999998,0.13937766666666665,0.022244033333333333,0.0,0.0,0.0,0.0,0.0,0.12537145454545454,0.08488833333333333,0.0,-0.52,-0.028568125000000017,1.0,0.6064139941690961,0.00186447,0.0,1.3561765003790085,153.0,0.0,0.0
0.0,0.3124975,-0.007278633333333333,0.14869766666666667,0.21818181818181814,0.33342333333333335,0.13937766666666665,0.0,0.0,0.0,0.0,0.0,0.16992072727272725,0.20418466666666668,0.0,-0.36,-0.017650000000000044,1.0,0.7084548104956268,0.0,0.0,1.518950437317784,154.0,0.0,0.0
0.0,0.3124975,-0.0013822683333333332,0.29541666666666666,0.31224909090909087,0.43114,0.33342333333333335,0.0,0.0,0.0,0.0,0.0,0.23823818181818182,0.31312333333333336,0.0,-0.19999999999999996,-0.015576875000000018,1.0,0.8017492711370262,0.0,0.0,1.6728862973760932,155.0,0.0,0.0
0.0,0.3124975,-0.00024943833333333337,0.478535,0.3889254545454545,0.3514333333333333,0.43114,0.0,0.0,0.0,0.0,0.0,0.31056909090909085,0.33151166666666665,0.0,-0.040000000000000036,-0.015202500000000008,0.8776875000000017,0.8819241982507289,0.0,0.0,1.8051749271137028,156.0,0.0,0.0
0.0,0.3125,-0.0004192833333333333,0.5941966666666666,0.4317090909090909,0.19609333333333334,0.3514333333333333,0.0,0.0,0.0,0.0,0.0,0.3687163636363636,0.2665113333333333,0.0,0.1200000000000001,-0.014573750000000055,-0.013562499999997257,0.9446064139941692,0.0,0.0,1.908600583090379,157.0,0.0,0.0
0.0,0.3125,-0.0003193883333333333,0.6335066666666667,0.43220181818181813,0.0022524733333333332,0.19609333333333334,0.0,0.0,0.0,0.0,0.0,0.3992,0.13962033333333332,0.0,0.28006,-0.014094375000000062,-0.9641874999999966,0.9854227405247813,0.0,0.0,1.9759475218658888,158.0,0.0,0.0
0.0,0.3124975,0.0005458483333333333,0.5869733333333333,0.31326181818181814,-0.3504433333333334,-0.19476800000000002,0.0,0.0,0.0,0.0,0.0,0.3555854545454545,-0.179042,0.0,-1.0,0.000810624999999978,0.7611249999999958,0.9854227405247813,0.0,0.0,1.9759475218658888,160.0,0.0,0.0
0.0,0.3124975,-5.7402e-05,0.23168999999999998,0.0051798,-0.13181299999999999,-0.35308,0.0,0.0,0.0,0.0,0.0,0.06576581818181818,-0.25635433333333335,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.35,164.0,0.0,0.0
0.0,0.3124975,-0.000175675,-0.006088766666666666,0.005266454545454545,0.00039732,-0.13181299999999999,0.0,0.0,0.0,0.0,0.0,0.036741090909090904,-0.13317700000000002,0.0,-0.8400824,0.0,0.0,0.0,0.3456365,1.0,4.3869095,165.0,0.0,0.0
0.0,0.3125,-0.00022747666666666667,-0.00506865,0.005906109090909091,0.0029308133333333336,0.00039732,0.0,0.0,0.0,0.0,0.0,0.021935272727272723,-0.06782333333333333,0.0,-0.6800284,0.0,0.0,0.0,0.3446375,0.0,1.3839125,166.0,0.0,0.0
0.0,0.3125,0.00029859,-0.005566966666666667,0.006560636363636363,0.0030008666666666664,0.0029308133333333336,0.0,0.0,0.0,0.0,0.0,0.014557963636363634,-0.033839,0.0,-0.520084,0.0,0.0,0.0,0.34285799999999994,0.0,1.378574,167.0,0.0,0.0
0.0,0.3124975,-0.00028296666666666664,-0.004426633333333333,0.00585550909090909,-0.003231813333333333,0.0030008666666666664,0.0,0.0,0.0,0.0,0.0,0.010380781818181816,-0.019147633333333334,0.0,-0.36008399999999996,0.0,0.0,0.0,0.34389749999999997,0.0,1.3816924999999998,168.0,0.0,0.0
0.0,0.3124975,-8.990366666666666e-05,-0.004102783333333333,0.006039690909090909,0.00084415,-0.003231813333333333,0.0,0.0,0.0,0.0,0.0,0.008297054545454544,-0.009551566666666667,0.0,-0.20008400000000004,0.0,0.0,0.0,0.343644,0.0,1.380932,169.0,0.0,0.0
0.0,0.3124975,0.0007739916666666667,0.002656383333333333,0.012785036363636362,0.0309162,0.00084415,0.0,0.0,0.0,0.0,0.0,0.010451290909090909,0.009872933333333334,0.0,-0.04008400000000001,0.0,0.0,0.0,0.33411599999999997,0.0,1.352348,170.0,0.0,0.0
0.0,0.3124975,0.0019093,0.01600975,0.02782872727272727,0.06895033333333334,0.0309162,0.0,0.0,0.0,0.0,0.0,0.018792545454545454,0.03823033333333333,0.0,0.11991599999999991,-0.004560624999999999,1.0,0.014577259475218646,0.304156,0.0,1.2865204781341106,171.0,0.0,0.0
0.0,0.3125,0.0045742,0.027676500000000003,0.04694690909090909,0.08762500000000001,0.06895033333333334,0.0,0.0,0.0,0.0,0.0,0.03230654545454545,0.06193966666666667,0.0,0.27991600000000005,-0.01142187500000006,1.0,0.05539358600583094,0.2571835,0.0,1.2129499169096212,172.0,0.0,0.0
0.0,0.3124975,0.0056753333333333334,0.03530183333333333,0.06750254545454544,0.09421299999999999,0.08762500000000001,0.0,0.0,0.0,0.0,0.0,0.04920054545454545,0.07743066666666666,0.0,0.439916,-0.019935000000000005,1.0,0.11807580174927115,0.20263199999999998,0.0,1.1527210728862973,173.0,0.0,0.0
