frame,phase,rsTotal_ms,rsHead_ms,rsEnvProbe_ms,rsPortal_ms,rsSky_ms,rsTerrain_ms,rsTerrainDraw_ms,rsBatches_ms,rsProc_ms,rsObjects_ms,rsObjSubmit_ms,rsWheels_ms,rsWheelSubmit_ms,rsAnim_ms,rsDecorate_ms,rsLightFx_ms,rsHighlight_ms,rsParticles_ms,dmPost_ms,dmHud_ms,spRender_ms,spHead_ms,spTail_ms,spCalls,spCulled,spPkgr_ms,spTex_ms,spProg_ms,spLight_ms,spBlss_ms,spObjData_ms,spGifWait_ms,bdSize_ms,bdProg_ms,bdSizeCalc_ms,bdXform_ms,bdCache_ms,bdPlanes_ms,bdMain_ms,bbHit,bbRecalc,bbFresh,bbProbe,bbEntries,bbFrameEnd_ms,bbRecalcT_ms,dsRetain_ms,dsDirect_ms,dsCreate_ms,dsClassify_ms,dsRender_ms,dsFlush_ms,dsDirectBags,dsPartialBags,dsPackages,dsMergeParts,dsMaskCalls
140,0,30.371535,4.754744,4.750071,0.000481,0.303033,2.485433,2.474284,3.113261,3.417392,11.818644,11.390221,1.318797,1.230930,0.001156,0.000183,2.928358,0.000220,0.227315,0.002618,0.123145,25.436408,0.364373,0.196886,245,122,0.590227,0.554999,0.069305,0.258592,0.002794,1.943030,0.041880,1.065274,0.340146,0.242001,0.517537,0.643070,0.406698,0.472768,237,8,0,376,220,0.020186,0.122867,0.693139,2.283047,2.467048,1.799950,2.300825,10.170078,61,62,601,1379,296
141,0,25.631768,0.004015,0.000000,0.000498,0.307339,2.465949,2.455831,3.134959,3.495843,11.814155,11.348331,1.312117,1.262370,0.001197,0.000285,2.869486,0.000220,0.223368,0.002591,0.085880,21.353794,0.339671,0.186367,208,106,0.554013,0.455733,0.055722,0.214874,0.002435,1.507477,0.034773,0.853397,0.271691,0.165337,0.436832,0.511804,0.331170,0.414849,201,7,0,307,220,0.020043,0.107191,0.603682,1.694929,2.341051,1.657596,1.871691,8.647820,46,56,540,1267,242
142,0,30.423537,4.795529,4.490655,0.000468,0.302680,2.439087,2.427917,3.143250,3.454251,11.773241,11.340583,1.303592,1.254456,0.001156,0.000183,2.940274,0.000214,0.267273,0.002557,0.084774,25.489126,0.367737,0.195496,245,122,0.551741,0.513377,0.069583,0.297641,0.002906,1.885298,0.042501,1.092546,0.374627,0.203820,0.571886,0.734419,0.341732,0.454909,236,9,0,376,220,0.020186,0.179789,0.726027,2.169000,2.469316,1.834039,2.382070,10.323551,61,62,601,1379,296
143,0,25.913628,0.304660,0.000000,0.000634,0.397800,2.437317,2.426334,3.109599,3.488844,11.844428,11.416073,1.209842,1.159078,0.001217,0.000251,2.931810,0.000220,0.184875,0.002591,0.083601,21.258786,0.298984,0.260427,208,106,0.447968,0.451080,0.054901,0.214851,0.002797,1.474928,0.034895,0.889771,0.311340,0.244534,0.395650,0.574866,0.286696,0.409841,200,8,0,307,220,0.020084,0.130449,0.578654,1.541460,2.495039,1.704841,1.740289,8.822232,46,56,540,1267,242
144,0,30.154697,4.664832,4.660126,0.000468,0.303758,2.445231,2.434096,3.069153,3.519443,11.766425,11.346229,1.287686,1.237617,0.001136,0.000183,2.868890,0.000214,0.224813,0.002570,0.084395,25.472416,0.363207,0.194485,245,122,0.588491,0.620982,0.067390,0.259359,0.002719,1.750529,0.082676,1.049767,0.333893,0.197262,0.474647,0.640096,0.421607,0.453908,237,8,0,376,220,0.020084,0.084944,0.770104,2.202209,2.535448,1.799896,2.290972,10.449877,61,62,601,1379,296
145,0,25.567518,0.003954,0.000000,0.000498,0.309882,2.472236,2.461711,3.080902,3.437242,11.834500,11.363956,1.297862,1.248257,0.001272,0.000285,2.899997,0.000220,0.226339,0.002713,0.083825,21.255771,0.347073,0.186863,208,106,0.446988,0.455285,0.056034,0.213416,0.002784,1.425981,0.033763,0.916982,0.383002,0.201653,0.401761,0.592153,0.291477,0.374478,201,7,0,307,220,0.020186,0.110911,0.617638,1.753438,2.374156,1.619622,1.899560,8.574426,46,56,540,1267,242
146,0,30.285394,4.708703,4.443102,0.000502,0.264879,2.564433,2.514133,3.071004,3.440728,11.839647,11.450280,1.249983,1.199239,0.001292,0.000170,2.956692,0.000220,0.184774,0.002591,0.083581,25.243466,0.368171,0.194316,245,122,0.544705,0.625614,0.068264,0.259850,0.002740,1.662367,0.042898,0.937300,0.332865,0.198564,0.503035,0.750529,0.380669,0.456472,236,9,0,376,220,0.020206,0.230255,0.817715,2.119880,2.612176,1.905216,2.196204,10.268748,61,62,601,1379,296
147,0,25.820468,0.264845,0.000000,0.000675,0.372776,2.438334,2.427280,3.144958,3.407667,11.853014,11.466373,1.318017,1.267307,0.001156,0.000183,2.830526,0.000220,0.185649,0.002679,0.122596,21.301978,0.297367,0.184584,208,106,0.487515,0.484799,0.055539,0.271532,0.002777,1.537448,0.035183,0.847643,0.268633,0.166484,0.435571,0.578088,0.322957,0.410092,200,8,0,307,220,0.020131,0.130015,0.614953,1.735474,2.336304,1.733232,1.864237,8.551731,46,56,540,1267,242
148,0,30.074354,4.664188,4.659407,0.000481,0.265042,2.489522,2.478475,3.143677,3.355116,11.758552,11.375498,1.306970,1.256782,0.001136,0.000190,2.862339,0.000220,0.224569,0.002631,0.084415,25.305152,0.361247,0.194892,245,122,0.628652,0.540480,0.066650,0.258040,0.002753,1.651089,0.042497,1.055732,0.374641,0.201528,0.566745,0.635369,0.341878,0.493398,237,8,0,376,220,0.020145,0.084110,0.720734,2.179735,2.511580,1.845242,2.362450,10.356194,61,62,601,1379,296
149,0,25.543755,0.003954,0.000000,0.000519,0.328111,2.424540,2.413222,3.116048,3.506809,11.828946,11.441111,1.208588,1.158352,0.001211,0.000251,2.937344,0.000220,0.185038,0.002692,0.083662,21.181715,0.299842,0.298774,208,106,0.486152,0.451494,0.054823,0.213596,0.002753,1.438582,0.034393,0.882463,0.270983,0.199805,0.397437,0.477068,0.285865,0.446004,201,7,0,307,220,0.020125,0.073873,0.656684,1.567874,2.484368,1.800303,1.741536,8.713192,46,56,540,1267,242
